customer_id,total_transactions,total_burned,gender,burn_rate,days_since_join,city_Aswan,city_Asyut,city_Beni Suef,city_Cairo,city_Damanhur,city_Damietta,city_El-Mahalla El-Kubra,city_Fayyum,city_Giza,city_Ismailia,city_Mansoura,city_Minya,city_Port Said,city_Qena,city_Shubra El-Kheima,city_Sohag,city_Suez,city_Tanta,city_Zagazig,customer_segment
1,0.8555751995293276,0.8555751995293276,1,0.0,1.147271563363732,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
2,-0.9045160585767668,-0.9045160585767668,0,0.0,-0.3338030573977203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
3,-0.024470429523719604,-0.024470429523719604,1,0.0,-0.37090722326230785,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
4,-1.784561687629814,-1.784561687629814,0,0.0,0.1547351264860156,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
5,-0.46449324405024317,-0.46449324405024317,1,0.0,-0.31525097446542655,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4
6,-0.46449324405024317,-0.46449324405024317,1,0.0,-0.05242979959126483,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3
7,-0.46449324405024317,-0.46449324405024317,0,0.0,0.6247212274374577,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3
8,0.8555751995293276,0.8555751995293276,1,0.0,-1.2614072040124087,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
10,1.2955980140558512,1.2955980140558512,0,0.0,-0.6708325640010571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
11,-1.3445388731032903,-1.3445388731032903,1,0.0,1.5059451667214117,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
12,1.7356208285823747,1.7356208285823747,1,0.0,-0.1482822280747826,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5
13,2.1756436431088986,2.1756436431088986,0,0.0,1.638901761069517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14,-0.46449324405024317,-0.46449324405024317,0,0.0,1.147271563363732,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3
15,-1.784561687629814,-1.784561687629814,1,0.0,1.6605458578238597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
16,-1.3445388731032903,-1.3445388731032903,1,0.0,-0.7295808266199874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
17,0.415552385002804,0.415552385002804,0,0.0,0.5876170615728702,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
18,-1.3445388731032903,-1.3445388731032903,0,0.0,-1.3046953975210942,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4
19,2.1756436431088986,2.1756436431088986,1,0.0,0.15164311266396663,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5
20,0.415552385002804,0.415552385002804,0,0.0,-0.5749801355175392,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
21,-0.024470429523719604,-0.024470429523719604,1,0.0,1.2740441300677396,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
22,0.8555751995293276,0.8555751995293276,1,0.0,-1.1037144990879117,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
23,-0.46449324405024317,-0.46449324405024317,1,0.0,-0.21012250451576187,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
24,-1.784561687629814,-1.784561687629814,1,0.0,0.06815873946864466,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
25,0.415552385002804,0.415552385002804,1,0.0,0.10217089151118323,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
26,-0.024470429523719604,-0.024470429523719604,0,0.0,-1.4871242130219828,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
27,-1.3445388731032903,-1.3445388731032903,0,0.0,-0.12045410367634198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
28,-0.46449324405024317,-0.46449324405024317,0,0.0,0.8009660152942485,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3
29,-0.9045160585767668,-0.9045160585767668,0,0.0,-1.2057509552155274,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4
30,-0.46449324405024317,-0.46449324405024317,1,0.0,1.2987802406441313,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3
31,-0.46449324405024317,-0.46449324405024317,1,0.0,0.015594504493812321,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3
32,-0.9045160585767668,-0.9045160585767668,1,0.0,-0.9893099876721001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
33,-1.3445388731032903,-1.3445388731032903,1,0.0,-1.2057509552155274,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4
35,-0.024470429523719604,-0.024470429523719604,1,0.0,-1.629356848836235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
36,-0.9045160585767668,-0.9045160585767668,1,0.0,-0.7976051307050644,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4
38,-0.46449324405024317,-0.46449324405024317,0,0.0,1.397724682949698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
39,0.8555751995293276,0.8555751995293276,0,0.0,-1.2644992178344576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
40,-0.024470429523719604,-0.024470429523719604,0,0.0,0.754585807963514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
41,0.8555751995293276,0.8555751995293276,1,0.0,1.3080562821102781,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
42,-1.3445388731032903,-1.3445388731032903,1,0.0,1.4719330146788732,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
43,0.8555751995293276,0.8555751995293276,0,0.0,1.5183132220096074,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
44,0.8555751995293276,0.8555751995293276,1,0.0,-0.5904402046277841,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
45,-0.46449324405024317,-0.46449324405024317,1,0.0,1.3822646138394532,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
46,-1.784561687629814,-1.784561687629814,1,0.0,0.7236656697430245,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
47,-0.46449324405024317,-0.46449324405024317,0,0.0,-1.004770056782345,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4
48,-0.46449324405024317,-0.46449324405024317,1,0.0,0.5907090753949191,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
49,1.2955980140558512,1.2955980140558512,0,0.0,-0.7790530477727707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
50,0.415552385002804,0.415552385002804,1,0.0,0.18256325088445624,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
51,-1.784561687629814,-1.784561687629814,1,0.0,-0.9336537388752187,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4
52,-1.784561687629814,-1.784561687629814,1,0.0,1.001946913727431,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
53,-0.024470429523719604,-0.024470429523719604,0,0.0,-0.12663813132043988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
54,-0.9045160585767668,-0.9045160585767668,1,0.0,-0.42037944441509123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4
55,-0.9045160585767668,-0.9045160585767668,0,0.0,-0.4111034029489443,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
56,-0.46449324405024317,-0.46449324405024317,0,0.0,-0.48221972085607046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
57,-0.46449324405024317,-0.46449324405024317,0,0.0,1.6574538440018107,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
58,-0.024470429523719604,-0.024470429523719604,1,0.0,0.516500743665744,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3
59,2.1756436431088986,2.1756436431088986,1,0.0,-1.4160078951148567,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5
